# TEST CONFIGURATION BEGIN
# FileStream(filename='INSECTS-abrupt_balanced_norm.csv', target_idx=-1, n_targets=1, cat_features=None)
# [HT] HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=False, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=100000, max_time=10000, metrics=['accuracy'], n_wait=1, output_file='op.txt', pretrain_size=1000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT]
11685,0.595265,1.000000
11686,0.595209,0.000000
11687,0.595153,0.000000
11688,0.595098,0.000000
11689,0.595042,0.000000
11690,0.595080,1.000000
11691,0.595118,1.000000
11692,0.595062,0.000000
11693,0.595007,0.000000
11694,0.595044,1.000000
11695,0.595082,1.000000
11696,0.595120,1.000000
11697,0.595064,0.000000
11698,0.595009,0.000000
11699,0.595047,1.000000
11700,0.594991,0.000000
11701,0.595029,1.000000
11702,0.595067,1.000000
11703,0.595105,1.000000
11704,0.595142,1.000000
11705,0.595180,1.000000
11706,0.595125,0.000000
11707,0.595162,1.000000
11708,0.595200,1.000000
11709,0.595238,1.000000
11710,0.595276,1.000000
11711,0.595314,1.000000
11712,0.595258,0.000000
11713,0.595296,1.000000
11714,0.595334,1.000000
11715,0.595371,1.000000
11716,0.595409,1.000000
11717,0.595447,1.000000
11718,0.595485,1.000000
11719,0.595522,1.000000
11720,0.595560,1.000000
11721,0.595598,1.000000
11722,0.595636,1.000000
11723,0.595580,0.000000
11724,0.595524,0.000000
11725,0.595469,0.000000
11726,0.595413,0.000000
11727,0.595451,1.000000
11728,0.595396,0.000000
11729,0.595340,0.000000
11730,0.595285,0.000000
11731,0.595322,1.000000
11732,0.595360,1.000000
11733,0.595305,0.000000
11734,0.595342,1.000000
11735,0.595287,0.000000
11736,0.595231,0.000000
11737,0.595269,1.000000
11738,0.595307,1.000000
11739,0.595251,0.000000
11740,0.595196,0.000000
11741,0.595141,0.000000
11742,0.595178,1.000000
11743,0.595123,0.000000
11744,0.595067,0.000000
11745,0.595012,0.000000
11746,0.594957,0.000000
11747,0.594994,1.000000
11748,0.595032,1.000000
11749,0.594977,0.000000
11750,0.595014,1.000000
11751,0.595052,1.000000
11752,0.594997,0.000000
11753,0.594941,0.000000
11754,0.594886,0.000000
11755,0.594924,1.000000
11756,0.594961,1.000000
11757,0.594906,0.000000
11758,0.594944,1.000000
11759,0.594888,0.000000
11760,0.594833,0.000000
11761,0.594871,1.000000
11762,0.594816,0.000000
11763,0.594760,0.000000
11764,0.594798,1.000000
11765,0.594836,1.000000
11766,0.594873,1.000000
11767,0.594911,1.000000
11768,0.594948,1.000000
11769,0.594986,1.000000
11770,0.594931,0.000000
11771,0.594968,1.000000
11772,0.595006,1.000000
11773,0.595044,1.000000
11774,0.595081,1.000000
11775,0.595119,1.000000
11776,0.595156,1.000000
11777,0.595194,1.000000
11778,0.595139,0.000000
11779,0.595176,1.000000
11780,0.595121,0.000000
11781,0.595159,1.000000
11782,0.595103,0.000000
11783,0.595141,1.000000
11784,0.595178,1.000000
11785,0.595123,0.000000
11786,0.595068,0.000000
11787,0.595106,1.000000
11788,0.595143,1.000000
11789,0.595181,1.000000
11790,0.595126,0.000000
11791,0.595163,1.000000
11792,0.595108,0.000000
11793,0.595145,1.000000
11794,0.595183,1.000000
11795,0.595220,1.000000
11796,0.595165,0.000000
11797,0.595110,0.000000
11798,0.595148,1.000000
11799,0.595185,1.000000
11800,0.595130,0.000000
11801,0.595168,1.000000
11802,0.595205,1.000000
11803,0.595243,1.000000
11804,0.595187,0.000000
11805,0.595225,1.000000
11806,0.595262,1.000000
11807,0.595300,1.000000
11808,0.595337,1.000000
11809,0.595375,1.000000
11810,0.595412,1.000000
11811,0.595357,0.000000
11812,0.595394,1.000000
11813,0.595339,0.000000
11814,0.595377,1.000000
11815,0.595322,0.000000
11816,0.595267,0.000000
11817,0.595304,1.000000
11818,0.595342,1.000000
11819,0.595379,1.000000
11820,0.595416,1.000000
11821,0.595454,1.000000
11822,0.595491,1.000000
11823,0.595528,1.000000
11824,0.595566,1.000000
11825,0.595603,1.000000
11826,0.595548,0.000000
11827,0.595586,1.000000
11828,0.595531,0.000000
11829,0.595568,1.000000
11830,0.595605,1.000000
11831,0.595643,1.000000
11832,0.595588,0.000000
11833,0.595625,1.000000
11834,0.595662,1.000000
11835,0.595607,0.000000
11836,0.595552,0.000000
11837,0.595590,1.000000
11838,0.595535,0.000000
11839,0.595572,1.000000
11840,0.595609,1.000000
11841,0.595554,0.000000
11842,0.595499,0.000000
11843,0.595444,0.000000
11844,0.595390,0.000000
11845,0.595335,0.000000
11846,0.595280,0.000000
11847,0.595317,1.000000
11848,0.595354,1.000000
11849,0.595300,0.000000
11850,0.595337,1.000000
11851,0.595282,0.000000
11852,0.595227,0.000000
11853,0.595264,1.000000
11854,0.595210,0.000000
11855,0.595247,1.000000
11856,0.595192,0.000000
11857,0.595229,1.000000
11858,0.595267,1.000000
11859,0.595304,1.000000
11860,0.595249,0.000000
11861,0.595286,1.000000
11862,0.595232,0.000000
11863,0.595269,1.000000
11864,0.595214,0.000000
11865,0.595251,1.000000
11866,0.595288,1.000000
11867,0.595326,1.000000
11868,0.595271,0.000000
11869,0.595216,0.000000
11870,0.595161,0.000000
11871,0.595199,1.000000
11872,0.595144,0.000000
11873,0.595089,0.000000
11874,0.595126,1.000000
11875,0.595072,0.000000
11876,0.595017,0.000000
11877,0.595054,1.000000
11878,0.595000,0.000000
11879,0.595037,1.000000
11880,0.594982,0.000000
11881,0.595019,1.000000
11882,0.595057,1.000000
11883,0.595002,0.000000
11884,0.595039,1.000000
11885,0.595076,1.000000
11886,0.595113,1.000000
11887,0.595059,0.000000
11888,0.595096,1.000000
11889,0.595133,1.000000
11890,0.595170,1.000000
11891,0.595207,1.000000
11892,0.595153,0.000000
11893,0.595190,1.000000
11894,0.595135,0.000000
11895,0.595081,0.000000
11896,0.595026,0.000000
11897,0.595063,1.000000
11898,0.595009,0.000000
11899,0.595046,1.000000
11900,0.595083,1.000000
11901,0.595028,0.000000
11902,0.595066,1.000000
11903,0.595103,1.000000
11904,0.595140,1.000000
11905,0.595177,1.000000
11906,0.595214,1.000000
11907,0.595251,1.000000
11908,0.595197,0.000000
11909,0.595234,1.000000
11910,0.595179,0.000000
11911,0.595216,1.000000
11912,0.595253,1.000000
11913,0.595290,1.000000
11914,0.595236,0.000000
11915,0.595273,1.000000
11916,0.595218,0.000000
11917,0.595164,0.000000
11918,0.595201,1.000000
11919,0.595238,1.000000
11920,0.595275,1.000000
11921,0.595221,0.000000
11922,0.595166,0.000000
11923,0.595112,0.000000
11924,0.595149,1.000000
11925,0.595094,0.000000
11926,0.595040,0.000000
11927,0.595077,1.000000
11928,0.595114,1.000000
11929,0.595059,0.000000
11930,0.595005,0.000000
11931,0.595042,1.000000
11932,0.595079,1.000000
11933,0.595116,1.000000
11934,0.595062,0.000000
11935,0.595099,1.000000
11936,0.595044,0.000000
11937,0.595081,1.000000
11938,0.595027,0.000000
11939,0.594973,0.000000
11940,0.595010,1.000000
11941,0.595047,1.000000
11942,0.594992,0.000000
11943,0.594938,0.000000
11944,0.594884,0.000000
11945,0.594921,1.000000
11946,0.594866,0.000000
11947,0.594812,0.000000
11948,0.594849,1.000000
11949,0.594886,1.000000
11950,0.594832,0.000000
11951,0.594869,1.000000
11952,0.594906,1.000000
11953,0.594851,0.000000
11954,0.594888,1.000000
11955,0.594925,1.000000
11956,0.594871,0.000000
11957,0.594908,1.000000
11958,0.594945,1.000000
11959,0.594891,0.000000
11960,0.594927,1.000000
11961,0.594964,1.000000
11962,0.594910,0.000000
11963,0.594947,1.000000
11964,0.594984,1.000000
11965,0.595021,1.000000
11966,0.595058,1.000000
11967,0.595095,1.000000
11968,0.595132,1.000000
11969,0.595077,0.000000
11970,0.595114,1.000000
11971,0.595060,0.000000
11972,0.595097,1.000000
11973,0.595043,0.000000
11974,0.595080,1.000000
11975,0.595117,1.000000
11976,0.595062,0.000000
11977,0.595008,0.000000
11978,0.595045,1.000000
11979,0.595082,1.000000
11980,0.595028,0.000000
11981,0.595065,1.000000
11982,0.595010,0.000000
11983,0.594956,0.000000
11984,0.594993,1.000000
11985,0.594939,0.000000
11986,0.594976,1.000000
11987,0.595013,1.000000
11988,0.594959,0.000000
11989,0.594995,1.000000
11990,0.594941,0.000000
11991,0.594978,1.000000
11992,0.595015,1.000000
11993,0.594961,0.000000
11994,0.594998,1.000000
11995,0.595035,1.000000
11996,0.595071,1.000000
11997,0.595017,0.000000
11998,0.595054,1.000000
11999,0.595000,0.000000
12000,0.595037,1.000000
12001,0.594983,0.000000
12002,0.594929,0.000000
12003,0.594875,0.000000
12004,0.594911,1.000000
12005,0.594857,0.000000
12006,0.594803,0.000000
12007,0.594749,0.000000
12008,0.594786,1.000000
12009,0.594732,0.000000
12010,0.594769,1.000000
12011,0.594806,1.000000
12012,0.594752,0.000000
12013,0.594788,1.000000
12014,0.594825,1.000000
12015,0.594862,1.000000
12016,0.594899,1.000000
12017,0.594936,1.000000
12018,0.594972,1.000000
12019,0.594918,0.000000
12020,0.594864,0.000000
12021,0.594810,0.000000
12022,0.594756,0.000000
12023,0.594793,1.000000
12024,0.594739,0.000000
12025,0.594685,0.000000
12026,0.594631,0.000000
12027,0.594577,0.000000
12028,0.594524,0.000000
12029,0.594470,0.000000
12030,0.594506,1.000000
12031,0.594543,1.000000
12032,0.594489,0.000000
12033,0.594435,0.000000
12034,0.594382,0.000000
12035,0.594418,1.000000
12036,0.594455,1.000000
12037,0.594401,0.000000
12038,0.594347,0.000000
12039,0.594293,0.000000
12040,0.594240,0.000000
12041,0.594276,1.000000
12042,0.594313,1.000000
12043,0.594259,0.000000
12044,0.594296,1.000000
12045,0.594333,1.000000
12046,0.594370,1.000000
12047,0.594406,1.000000
12048,0.594352,0.000000
12049,0.594389,1.000000
12050,0.594335,0.000000
12051,0.594372,1.000000
12052,0.594318,0.000000
12053,0.594355,1.000000
12054,0.594301,0.000000
12055,0.594338,1.000000
12056,0.594375,1.000000
12057,0.594411,1.000000
12058,0.594448,1.000000
12059,0.594485,1.000000
12060,0.594521,1.000000
12061,0.594468,0.000000
12062,0.594504,1.000000
12063,0.594541,1.000000
12064,0.594487,0.000000
12065,0.594433,0.000000
12066,0.594470,1.000000
12067,0.594507,1.000000
12068,0.594543,1.000000
12069,0.594490,0.000000
12070,0.594436,0.000000
12071,0.594473,1.000000
12072,0.594509,1.000000
12073,0.594546,1.000000
12074,0.594582,1.000000
12075,0.594619,1.000000
12076,0.594656,1.000000
12077,0.594692,1.000000
12078,0.594729,1.000000
12079,0.594765,1.000000
12080,0.594712,0.000000
12081,0.594748,1.000000
12082,0.594785,1.000000
12083,0.594821,1.000000
12084,0.594858,1.000000
12085,0.594894,1.000000
12086,0.594931,1.000000
12087,0.594877,0.000000
12088,0.594824,0.000000
12089,0.594860,1.000000
12090,0.594807,0.000000
12091,0.594843,1.000000
12092,0.594880,1.000000
12093,0.594916,1.000000
12094,0.594953,1.000000
12095,0.594989,1.000000
12096,0.594936,0.000000
12097,0.594882,0.000000
12098,0.594918,1.000000
12099,0.594955,1.000000
12100,0.594991,1.000000
12101,0.595028,1.000000
12102,0.595064,1.000000
12103,0.595011,0.000000
12104,0.595047,1.000000
12105,0.594994,0.000000
12106,0.595030,1.000000
12107,0.595067,1.000000
12108,0.595103,1.000000
12109,0.595140,1.000000
12110,0.595176,1.000000
12111,0.595122,0.000000
12112,0.595159,1.000000
12113,0.595105,0.000000
12114,0.595052,0.000000
12115,0.594998,0.000000
12116,0.595035,1.000000
12117,0.595071,1.000000
12118,0.595107,1.000000
12119,0.595144,1.000000
12120,0.595180,1.000000
12121,0.595217,1.000000
12122,0.595253,1.000000
12123,0.595200,0.000000
12124,0.595146,0.000000
12125,0.595093,0.000000
12126,0.595129,1.000000
12127,0.595165,1.000000
12128,0.595202,1.000000
12129,0.595238,1.000000
12130,0.595185,0.000000
12131,0.595221,1.000000
12132,0.595257,1.000000
12133,0.595294,1.000000
12134,0.595330,1.000000
12135,0.595366,1.000000
12136,0.595403,1.000000
12137,0.595349,0.000000
12138,0.595386,1.000000
12139,0.595332,0.000000
12140,0.595368,1.000000
12141,0.595315,0.000000
12142,0.595351,1.000000
12143,0.595298,0.000000
12144,0.595334,1.000000
12145,0.595371,1.000000
12146,0.595317,0.000000
12147,0.595353,1.000000
12148,0.595300,0.000000
12149,0.595247,0.000000
12150,0.595283,1.000000
12151,0.595319,1.000000
12152,0.595266,0.000000
12153,0.595302,1.000000
12154,0.595338,1.000000
12155,0.595375,1.000000
12156,0.595411,1.000000
12157,0.595447,1.000000
12158,0.595483,1.000000
12159,0.595430,0.000000
12160,0.595466,1.000000
12161,0.595503,1.000000
12162,0.595539,1.000000
12163,0.595575,1.000000
12164,0.595611,1.000000
12165,0.595648,1.000000
12166,0.595684,1.000000
12167,0.595630,0.000000
12168,0.595667,1.000000
12169,0.595613,0.000000
12170,0.595649,1.000000
12171,0.595686,1.000000
12172,0.595632,0.000000
12173,0.595579,0.000000
12174,0.595615,1.000000
12175,0.595562,0.000000
12176,0.595598,1.000000
12177,0.595545,0.000000
12178,0.595581,1.000000
12179,0.595528,0.000000
12180,0.595564,1.000000
12181,0.595600,1.000000
12182,0.595636,1.000000
12183,0.595672,1.000000
12184,0.595619,0.000000
12185,0.595566,0.000000
12186,0.595602,1.000000
12187,0.595549,0.000000
12188,0.595585,1.000000
12189,0.595621,1.000000
12190,0.595657,1.000000
12191,0.595604,0.000000
12192,0.595551,0.000000
12193,0.595498,0.000000
12194,0.595534,1.000000
12195,0.595570,1.000000
12196,0.595606,1.000000
12197,0.595553,0.000000
12198,0.595500,0.000000
12199,0.595536,1.000000
12200,0.595572,1.000000
12201,0.595519,0.000000
12202,0.595555,1.000000
12203,0.595591,1.000000
12204,0.595627,1.000000
12205,0.595663,1.000000
12206,0.595699,1.000000
12207,0.595735,1.000000
12208,0.595771,1.000000
12209,0.595807,1.000000
12210,0.595843,1.000000
12211,0.595879,1.000000
12212,0.595915,1.000000
12213,0.595862,0.000000
12214,0.595809,0.000000
12215,0.595845,1.000000
12216,0.595881,1.000000
12217,0.595917,1.000000
12218,0.595953,1.000000
12219,0.595989,1.000000
12220,0.596025,1.000000
12221,0.596061,1.000000
12222,0.596097,1.000000
12223,0.596044,0.000000
12224,0.596080,1.000000
12225,0.596027,0.000000
12226,0.595974,0.000000
12227,0.596010,1.000000
12228,0.596046,1.000000
12229,0.596082,1.000000
12230,0.596118,1.000000
12231,0.596154,1.000000
12232,0.596101,0.000000
12233,0.596137,1.000000
12234,0.596173,1.000000
12235,0.596209,1.000000
12236,0.596245,1.000000
12237,0.596280,1.000000
12238,0.596316,1.000000
12239,0.596352,1.000000
12240,0.596299,0.000000
12241,0.596246,0.000000
12242,0.596282,1.000000
12243,0.596318,1.000000
12244,0.596265,0.000000
12245,0.596212,0.000000
12246,0.596248,1.000000
12247,0.596195,0.000000
12248,0.596142,0.000000
12249,0.596178,1.000000
12250,0.596214,1.000000
12251,0.596161,0.000000
12252,0.596108,0.000000
12253,0.596055,0.000000
12254,0.596002,0.000000
12255,0.596038,1.000000
12256,0.596074,1.000000
12257,0.596109,1.000000
12258,0.596145,1.000000
12259,0.596181,1.000000
12260,0.596217,1.000000
12261,0.596253,1.000000
12262,0.596289,1.000000
12263,0.596325,1.000000
12264,0.596360,1.000000
12265,0.596307,0.000000
12266,0.596255,0.000000
12267,0.596202,0.000000
12268,0.596237,1.000000
12269,0.596273,1.000000
12270,0.596309,1.000000
12271,0.596345,1.000000
12272,0.596381,1.000000
12273,0.596328,0.000000
12274,0.596275,0.000000
12275,0.596222,0.000000
12276,0.596258,1.000000
12277,0.596205,0.000000
12278,0.596241,1.000000
12279,0.596277,1.000000
12280,0.596312,1.000000
12281,0.596348,1.000000
12282,0.596384,1.000000
12283,0.596420,1.000000
12284,0.596455,1.000000
12285,0.596491,1.000000
12286,0.596527,1.000000
12287,0.596474,0.000000
12288,0.596421,0.000000
12289,0.596457,1.000000
12290,0.596493,1.000000
12291,0.596440,0.000000
12292,0.596387,0.000000
12293,0.596334,0.000000
12294,0.596370,1.000000
12295,0.596406,1.000000
12296,0.596353,0.000000
12297,0.596389,1.000000
12298,0.596424,1.000000
12299,0.596460,1.000000
12300,0.596496,1.000000
12301,0.596532,1.000000
12302,0.596479,0.000000
12303,0.596515,1.000000
12304,0.596550,1.000000
12305,0.596497,0.000000
12306,0.596445,0.000000
12307,0.596480,1.000000
12308,0.596428,0.000000
12309,0.596463,1.000000
12310,0.596499,1.000000
12311,0.596535,1.000000
12312,0.596570,1.000000
12313,0.596518,0.000000
12314,0.596465,0.000000
12315,0.596501,1.000000
12316,0.596536,1.000000
12317,0.596572,1.000000
12318,0.596607,1.000000
12319,0.596555,0.000000
12320,0.596590,1.000000
12321,0.596626,1.000000
12322,0.596573,0.000000
12323,0.596521,0.000000
12324,0.596556,1.000000
12325,0.596504,0.000000
12326,0.596539,1.000000
12327,0.596487,0.000000
12328,0.596522,1.000000
12329,0.596470,0.000000
12330,0.596505,1.000000
12331,0.596541,1.000000
12332,0.596576,1.000000
12333,0.596612,1.000000
12334,0.596648,1.000000
12335,0.596683,1.000000
12336,0.596631,0.000000
12337,0.596666,1.000000
12338,0.596613,0.000000
12339,0.596649,1.000000
12340,0.596685,1.000000
12341,0.596632,0.000000
12342,0.596579,0.000000
12343,0.596615,1.000000
12344,0.596651,1.000000
12345,0.596686,1.000000
12346,0.596722,1.000000
12347,0.596757,1.000000
12348,0.596793,1.000000
12349,0.596828,1.000000
12350,0.596864,1.000000
12351,0.596899,1.000000
12352,0.596935,1.000000
12353,0.596882,0.000000
12354,0.596918,1.000000
12355,0.596865,0.000000
12356,0.596901,1.000000
12357,0.596848,0.000000
12358,0.596795,0.000000
12359,0.596831,1.000000
12360,0.596866,1.000000
12361,0.596814,0.000000
12362,0.596761,0.000000
12363,0.596797,1.000000
12364,0.596832,1.000000
12365,0.596780,0.000000
12366,0.596815,1.000000
12367,0.596851,1.000000
12368,0.596798,0.000000
12369,0.596834,1.000000
12370,0.596869,1.000000
12371,0.596905,1.000000
12372,0.596940,1.000000
12373,0.596976,1.000000
12374,0.596923,0.000000
12375,0.596871,0.000000
12376,0.596906,1.000000
12377,0.596854,0.000000
12378,0.596801,0.000000
12379,0.596837,1.000000
12380,0.596872,1.000000
12381,0.596820,0.000000
12382,0.596855,1.000000
12383,0.596890,1.000000
12384,0.596838,0.000000
12385,0.596786,0.000000
12386,0.596821,1.000000
12387,0.596769,0.000000
12388,0.596716,0.000000
12389,0.596752,1.000000
12390,0.596787,1.000000
12391,0.596735,0.000000
12392,0.596682,0.000000
12393,0.596718,1.000000
12394,0.596665,0.000000
12395,0.596613,0.000000
12396,0.596648,1.000000
12397,0.596684,1.000000
12398,0.596631,0.000000
12399,0.596667,1.000000
12400,0.596702,1.000000
12401,0.596737,1.000000
12402,0.596773,1.000000
12403,0.596720,0.000000
12404,0.596668,0.000000
12405,0.596616,0.000000
12406,0.596564,0.000000
12407,0.596599,1.000000
12408,0.596634,1.000000
12409,0.596670,1.000000
12410,0.596705,1.000000
12411,0.596653,0.000000
12412,0.596688,1.000000
12413,0.596636,0.000000
12414,0.596671,1.000000
12415,0.596706,1.000000
12416,0.596742,1.000000
12417,0.596689,0.000000
12418,0.596637,0.000000
12419,0.596673,1.000000
12420,0.596708,1.000000
12421,0.596743,1.000000
12422,0.596691,0.000000
12423,0.596726,1.000000
12424,0.596674,0.000000
12425,0.596622,0.000000
12426,0.596657,1.000000
12427,0.596692,1.000000
12428,0.596728,1.000000
12429,0.596763,1.000000
12430,0.596798,1.000000
12431,0.596833,1.000000
12432,0.596781,0.000000
12433,0.596817,1.000000
12434,0.596764,0.000000
12435,0.596800,1.000000
12436,0.596835,1.000000
12437,0.596870,1.000000
12438,0.596818,0.000000
12439,0.596853,1.000000
12440,0.596801,0.000000
12441,0.596836,1.000000
12442,0.596871,1.000000
12443,0.596907,1.000000
12444,0.596942,1.000000
12445,0.596890,0.000000
12446,0.596838,0.000000
12447,0.596785,0.000000
12448,0.596821,1.000000
12449,0.596856,1.000000
12450,0.596891,1.000000
12451,0.596926,1.000000
12452,0.596961,1.000000
12453,0.596997,1.000000
12454,0.597032,1.000000
12455,0.597067,1.000000
12456,0.597015,0.000000
12457,0.597050,1.000000
12458,0.596998,0.000000
12459,0.597033,1.000000
12460,0.597068,1.000000
12461,0.597103,1.000000
12462,0.597139,1.000000
12463,0.597087,0.000000
12464,0.597122,1.000000
12465,0.597157,1.000000
12466,0.597192,1.000000
12467,0.597227,1.000000
12468,0.597175,0.000000
12469,0.597210,1.000000
12470,0.597245,1.000000
12471,0.597193,0.000000
12472,0.597141,0.000000
12473,0.597089,0.000000
12474,0.597124,1.000000
12475,0.597159,1.000000
12476,0.597194,1.000000
12477,0.597229,1.000000
12478,0.597265,1.000000
12479,0.597213,0.000000
12480,0.597248,1.000000
12481,0.597283,1.000000
12482,0.597231,0.000000
12483,0.597266,1.000000
12484,0.597301,1.000000
12485,0.597336,1.000000
12486,0.597371,1.000000
12487,0.597406,1.000000
12488,0.597441,1.000000
12489,0.597389,0.000000
12490,0.597424,1.000000
12491,0.597459,1.000000
12492,0.597494,1.000000
12493,0.597442,0.000000
12494,0.597477,1.000000
12495,0.597425,0.000000
12496,0.597460,1.000000
12497,0.597408,0.000000
12498,0.597356,0.000000
12499,0.597391,1.000000
12500,0.597426,1.000000
12501,0.597461,1.000000
12502,0.597496,1.000000
12503,0.597531,1.000000
12504,0.597479,0.000000
12505,0.597514,1.000000
12506,0.597462,0.000000
12507,0.597497,1.000000
12508,0.597532,1.000000
12509,0.597567,1.000000
12510,0.597515,0.000000
12511,0.597464,0.000000
12512,0.597498,1.000000
12513,0.597533,1.000000
12514,0.597482,0.000000
12515,0.597516,1.000000
12516,0.597465,0.000000
12517,0.597500,1.000000
12518,0.597535,1.000000
12519,0.597483,0.000000
12520,0.597431,0.000000
12521,0.597379,0.000000
12522,0.597414,1.000000
12523,0.597449,1.000000
12524,0.597397,0.000000
12525,0.597432,1.000000
12526,0.597380,0.000000
12527,0.597328,0.000000
12528,0.597276,0.000000
12529,0.597225,0.000000
12530,0.597173,0.000000
12531,0.597121,0.000000
12532,0.597156,1.000000
12533,0.597104,0.000000
12534,0.597139,1.000000
12535,0.597174,1.000000
12536,0.597122,0.000000
12537,0.597071,0.000000
12538,0.597105,1.000000
12539,0.597140,1.000000
12540,0.597175,1.000000
12541,0.597124,0.000000
12542,0.597158,1.000000
12543,0.597193,1.000000
12544,0.597142,0.000000
12545,0.597177,1.000000
12546,0.597125,0.000000
12547,0.597073,0.000000
12548,0.597108,1.000000
12549,0.597143,1.000000
12550,0.597178,1.000000
12551,0.597213,1.000000
12552,0.597247,1.000000
12553,0.597282,1.000000
12554,0.597317,1.000000
12555,0.597265,0.000000
12556,0.597300,1.000000
12557,0.597249,0.000000
12558,0.597284,1.000000
12559,0.597318,1.000000
12560,0.597353,1.000000
12561,0.597302,0.000000
12562,0.597336,1.000000
12563,0.597371,1.000000
12564,0.597406,1.000000
12565,0.597354,0.000000
12566,0.597389,1.000000
12567,0.597424,1.000000
12568,0.597459,1.000000
12569,0.597407,0.000000
12570,0.597442,1.000000
12571,0.597477,1.000000
12572,0.597425,0.000000
12573,0.597460,1.000000
12574,0.597408,0.000000
12575,0.597357,0.000000
12576,0.597391,1.000000
12577,0.597340,0.000000
12578,0.597375,1.000000
12579,0.597409,1.000000
12580,0.597358,0.000000
12581,0.597393,1.000000
12582,0.597341,0.000000
12583,0.597376,1.000000
12584,0.597410,1.000000
12585,0.597445,1.000000
12586,0.597480,1.000000
12587,0.597428,0.000000
12588,0.597377,0.000000
12589,0.597412,1.000000
12590,0.597446,1.000000
12591,0.597395,0.000000
12592,0.597343,0.000000
12593,0.597378,1.000000
12594,0.597413,1.000000
12595,0.597447,1.000000
12596,0.597396,0.000000
12597,0.597344,0.000000
12598,0.597293,0.000000
12599,0.597328,1.000000
12600,0.597362,1.000000
12601,0.597397,1.000000
12602,0.597346,0.000000
12603,0.597380,1.000000
12604,0.597415,1.000000
12605,0.597450,1.000000
12606,0.597398,0.000000
12607,0.597433,1.000000
12608,0.597467,1.000000
12609,0.597416,0.000000
12610,0.597451,1.000000
12611,0.597399,0.000000
12612,0.597434,1.000000
12613,0.597469,1.000000
12614,0.597503,1.000000
12615,0.597538,1.000000
12616,0.597486,0.000000
12617,0.597435,0.000000
12618,0.597470,1.000000
12619,0.597504,1.000000
12620,0.597539,1.000000
12621,0.597574,1.000000
12622,0.597608,1.000000
12623,0.597643,1.000000
12624,0.597677,1.000000
12625,0.597712,1.000000
12626,0.597747,1.000000
12627,0.597695,0.000000
12628,0.597644,0.000000
12629,0.597678,1.000000
12630,0.597627,0.000000
12631,0.597662,1.000000
12632,0.597610,0.000000
12633,0.597645,1.000000
12634,0.597679,1.000000
12635,0.597714,1.000000
12636,0.597749,1.000000
12637,0.597697,0.000000
12638,0.597732,1.000000
12639,0.597766,1.000000
12640,0.597801,1.000000
12641,0.597835,1.000000
12642,0.597784,0.000000
12643,0.597819,1.000000
12644,0.597767,0.000000
12645,0.597716,0.000000
12646,0.597750,1.000000
12647,0.597785,1.000000
12648,0.597820,1.000000
12649,0.597768,0.000000
12650,0.597803,1.000000
12651,0.597751,0.000000
12652,0.597700,0.000000
12653,0.597735,1.000000
12654,0.597769,1.000000
12655,0.597804,1.000000
12656,0.597838,1.000000
12657,0.597787,0.000000
12658,0.597736,0.000000
12659,0.597770,1.000000
12660,0.597805,1.000000
12661,0.597839,1.000000
12662,0.597874,1.000000
12663,0.597908,1.000000
12664,0.597943,1.000000
12665,0.597977,1.000000
12666,0.598011,1.000000
12667,0.598046,1.000000
12668,0.598080,1.000000
12669,0.598115,1.000000
12670,0.598149,1.000000
12671,0.598098,0.000000
12672,0.598047,0.000000
12673,0.598081,1.000000
12674,0.598116,1.000000
12675,0.598150,1.000000
12676,0.598184,1.000000
12677,0.598219,1.000000
12678,0.598253,1.000000
12679,0.598288,1.000000
12680,0.598322,1.000000
12681,0.598356,1.000000
12682,0.598391,1.000000
12683,0.598425,1.000000
12684,0.598460,1.000000
12685,0.598408,0.000000
12686,0.598443,1.000000
12687,0.598392,0.000000
12688,0.598426,1.000000
12689,0.598375,0.000000
12690,0.598323,0.000000
12691,0.598358,1.000000
12692,0.598392,1.000000
12693,0.598427,1.000000
12694,0.598461,1.000000
12695,0.598495,1.000000
12696,0.598530,1.000000
12697,0.598564,1.000000
12698,0.598513,0.000000
12699,0.598462,0.000000
12700,0.598496,1.000000
12701,0.598530,1.000000
12702,0.598479,0.000000
12703,0.598428,0.000000
12704,0.598462,1.000000
12705,0.598411,0.000000
12706,0.598445,1.000000
12707,0.598480,1.000000
12708,0.598429,0.000000
12709,0.598463,1.000000
12710,0.598497,1.000000
12711,0.598446,0.000000
12712,0.598395,0.000000
12713,0.598429,1.000000
12714,0.598378,0.000000
12715,0.598412,1.000000
12716,0.598447,1.000000
12717,0.598481,1.000000
12718,0.598515,1.000000
12719,0.598549,1.000000
12720,0.598584,1.000000
12721,0.598618,1.000000
12722,0.598567,0.000000
12723,0.598601,1.000000
12724,0.598635,1.000000
12725,0.598670,1.000000
12726,0.598704,1.000000
12727,0.598738,1.000000
12728,0.598687,0.000000
12729,0.598636,0.000000
12730,0.598670,1.000000
12731,0.598704,1.000000
12732,0.598739,1.000000
12733,0.598773,1.000000
