# TEST CONFIGURATION BEGIN
# FileStream(filename='INSECTS-abrupt_balanced_norm.csv', target_idx=-1, n_targets=1, cat_features=None)
# [HT] HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=False, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=100000, max_time=10000, metrics=['accuracy'], n_wait=1, output_file='op.txt', pretrain_size=1000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT]
1519,0.615385,0.000000
1520,0.616123,1.000000
1521,0.614943,0.000000
1522,0.613767,0.000000
1523,0.612595,0.000000
1524,0.613333,1.000000
1525,0.612167,0.000000
1526,0.611006,0.000000
1527,0.609848,0.000000
1528,0.610586,1.000000
1529,0.609434,0.000000
1530,0.608286,0.000000
1531,0.607143,0.000000
1532,0.606004,0.000000
1533,0.606742,1.000000
1534,0.605607,0.000000
1535,0.606343,1.000000
1536,0.605214,0.000000
1537,0.605948,1.000000
1538,0.606679,1.000000
1539,0.607407,1.000000
1540,0.606285,0.000000
1541,0.607011,1.000000
1542,0.605893,0.000000
1543,0.604779,0.000000
1544,0.605505,1.000000
1545,0.604396,0.000000
1546,0.603291,0.000000
1547,0.602190,0.000000
1548,0.602914,1.000000
1549,0.603636,1.000000
1550,0.604356,1.000000
1551,0.605072,1.000000
1552,0.603978,0.000000
1553,0.602888,0.000000
1554,0.601802,0.000000
1555,0.602518,1.000000
1556,0.603232,1.000000
1557,0.603943,1.000000
1558,0.602862,0.000000
1559,0.603571,1.000000
1560,0.602496,0.000000
1561,0.603203,1.000000
1562,0.602131,0.000000
1563,0.601064,0.000000
1564,0.600000,0.000000
1565,0.600707,1.000000
1566,0.601411,1.000000
1567,0.600352,0.000000
1568,0.601054,1.000000
1569,0.600000,0.000000
1570,0.600701,1.000000
1571,0.601399,1.000000
1572,0.600349,0.000000
1573,0.599303,0.000000
1574,0.600000,1.000000
1575,0.600694,1.000000
1576,0.599653,0.000000
1577,0.598616,0.000000
1578,0.599309,1.000000
1579,0.600000,1.000000
1580,0.600688,1.000000
1581,0.601375,1.000000
1582,0.602058,1.000000
1583,0.601027,0.000000
1584,0.601709,1.000000
1585,0.602389,1.000000
1586,0.601363,0.000000
1587,0.602041,1.000000
1588,0.601019,0.000000
1589,0.600000,0.000000
1590,0.598985,0.000000
1591,0.599662,1.000000
1592,0.598651,0.000000
1593,0.599327,1.000000
1594,0.598319,0.000000
1595,0.598993,1.000000
1596,0.597990,0.000000
1597,0.598662,1.000000
1598,0.597663,0.000000
1599,0.598333,1.000000
1600,0.599002,1.000000
1601,0.598007,0.000000
1602,0.597015,0.000000
1603,0.596026,0.000000
1604,0.595041,0.000000
1605,0.594059,0.000000
1606,0.593081,0.000000
1607,0.592105,0.000000
1608,0.591133,0.000000
1609,0.590164,0.000000
1610,0.590835,1.000000
1611,0.589869,0.000000
1612,0.590538,1.000000
1613,0.591205,1.000000
1614,0.591870,1.000000
1615,0.590909,0.000000
1616,0.591572,1.000000
1617,0.590615,0.000000
1618,0.589661,0.000000
1619,0.590323,1.000000
1620,0.590982,1.000000
1621,0.590032,0.000000
1622,0.590690,1.000000
1623,0.591346,1.000000
1624,0.590400,0.000000
1625,0.589457,0.000000
1626,0.590112,1.000000
1627,0.589172,0.000000
1628,0.588235,0.000000
1629,0.587302,0.000000
1630,0.586371,0.000000
1631,0.587025,1.000000
1632,0.587678,1.000000
1633,0.588328,1.000000
1634,0.587402,0.000000
1635,0.586478,0.000000
1636,0.585557,0.000000
1637,0.586207,1.000000
1638,0.585290,0.000000
1639,0.585938,1.000000
1640,0.586583,1.000000
1641,0.587227,1.000000
1642,0.587869,1.000000
1643,0.588509,1.000000
1644,0.589147,1.000000
1645,0.588235,0.000000
1646,0.588872,1.000000
1647,0.587963,0.000000
1648,0.588598,1.000000
1649,0.587692,0.000000
1650,0.588326,1.000000
1651,0.588957,1.000000
1652,0.589587,1.000000
1653,0.588685,0.000000
1654,0.589313,1.000000
1655,0.589939,1.000000
1656,0.590563,1.000000
1657,0.591185,1.000000
1658,0.591806,1.000000
1659,0.592424,1.000000
1660,0.591528,0.000000
1661,0.590634,0.000000
1662,0.591252,1.000000
1663,0.590361,0.000000
1664,0.590977,1.000000
1665,0.590090,0.000000
1666,0.590705,1.000000
1667,0.591317,1.000000
1668,0.591928,1.000000
1669,0.591045,0.000000
1670,0.591654,1.000000
1671,0.590774,0.000000
1672,0.589896,0.000000
1673,0.590504,1.000000
1674,0.589630,0.000000
1675,0.588757,0.000000
1676,0.589365,1.000000
1677,0.588496,0.000000
1678,0.587629,0.000000
1679,0.588235,1.000000
1680,0.587372,0.000000
1681,0.587977,1.000000
1682,0.587116,0.000000
1683,0.587719,1.000000
1684,0.586861,0.000000
1685,0.586006,0.000000
1686,0.586608,1.000000
1687,0.587209,1.000000
1688,0.587808,1.000000
1689,0.588406,1.000000
1690,0.589001,1.000000
1691,0.589595,1.000000
1692,0.590188,1.000000
1693,0.590778,1.000000
1694,0.589928,0.000000
1695,0.589080,0.000000
1696,0.588235,0.000000
1697,0.587393,0.000000
1698,0.587983,1.000000
1699,0.588571,1.000000
1700,0.587732,0.000000
1701,0.588319,1.000000
1702,0.588905,1.000000
1703,0.588068,0.000000
1704,0.587234,0.000000
1705,0.587819,1.000000
1706,0.588402,1.000000
1707,0.587571,0.000000
1708,0.586742,0.000000
1709,0.585915,0.000000
1710,0.586498,1.000000
1711,0.585674,0.000000
1712,0.586255,1.000000
1713,0.586835,1.000000
1714,0.587413,1.000000
1715,0.587989,1.000000
1716,0.588563,1.000000
1717,0.587744,0.000000
1718,0.586926,0.000000
1719,0.587500,1.000000
1720,0.588072,1.000000
1721,0.587258,0.000000
1722,0.586445,0.000000
1723,0.585635,0.000000
1724,0.586207,1.000000
1725,0.586777,1.000000
1726,0.585970,0.000000
1727,0.586538,1.000000
1728,0.585734,0.000000
1729,0.586301,1.000000
1730,0.585499,0.000000
1731,0.586066,1.000000
1732,0.586630,1.000000
1733,0.585831,0.000000
1734,0.585034,0.000000
1735,0.585598,1.000000
1736,0.586160,1.000000
1737,0.586721,1.000000
1738,0.587280,1.000000
1739,0.586486,0.000000
1740,0.587045,1.000000
1741,0.587601,1.000000
1742,0.588156,1.000000
1743,0.587366,0.000000
1744,0.587919,1.000000
1745,0.587131,0.000000
1746,0.587684,1.000000
1747,0.588235,1.000000
1748,0.588785,1.000000
1749,0.589333,1.000000
1750,0.589880,1.000000
1751,0.589096,0.000000
1752,0.589641,1.000000
1753,0.588859,0.000000
1754,0.588079,0.000000
1755,0.588624,1.000000
1756,0.589168,1.000000
1757,0.589710,1.000000
1758,0.590250,1.000000
1759,0.589474,0.000000
1760,0.590013,1.000000
1761,0.589239,0.000000
1762,0.588467,0.000000
1763,0.589005,1.000000
1764,0.589542,1.000000
1765,0.590078,1.000000
1766,0.589309,0.000000
1767,0.589844,1.000000
1768,0.590377,1.000000
1769,0.590909,1.000000
1770,0.591440,1.000000
1771,0.591969,1.000000
1772,0.592497,1.000000
1773,0.593023,1.000000
1774,0.592258,0.000000
1775,0.591495,0.000000
1776,0.592021,1.000000
1777,0.592545,1.000000
1778,0.591784,0.000000
1779,0.592308,1.000000
1780,0.592830,1.000000
1781,0.593350,1.000000
1782,0.593870,1.000000
1783,0.593112,0.000000
1784,0.592357,0.000000
1785,0.591603,0.000000
1786,0.590851,0.000000
1787,0.591371,1.000000
1788,0.590621,0.000000
1789,0.591139,1.000000
1790,0.590392,0.000000
1791,0.589646,0.000000
1792,0.588903,0.000000
1793,0.588161,0.000000
1794,0.587421,0.000000
1795,0.587940,1.000000
1796,0.587202,0.000000
1797,0.587719,1.000000
1798,0.588235,1.000000
1799,0.587500,0.000000
1800,0.586767,0.000000
1801,0.586035,0.000000
1802,0.586550,1.000000
1803,0.587065,1.000000
1804,0.587578,1.000000
1805,0.586849,0.000000
1806,0.586121,0.000000
1807,0.586634,1.000000
1808,0.587145,1.000000
1809,0.586420,0.000000
1810,0.586930,1.000000
1811,0.587438,1.000000
1812,0.586716,0.000000
1813,0.587224,1.000000
1814,0.587730,1.000000
1815,0.587010,0.000000
1816,0.586291,0.000000
1817,0.585575,0.000000
1818,0.584860,0.000000
1819,0.585366,1.000000
1820,0.585871,1.000000
1821,0.586375,1.000000
1822,0.585662,0.000000
1823,0.584951,0.000000
1824,0.584242,0.000000
1825,0.583535,0.000000
1826,0.582830,0.000000
1827,0.583333,1.000000
1828,0.583836,1.000000
1829,0.583133,0.000000
1830,0.582431,0.000000
1831,0.582933,1.000000
1832,0.583433,1.000000
1833,0.583933,1.000000
1834,0.584431,1.000000
1835,0.583732,0.000000
1836,0.584229,1.000000
1837,0.583532,0.000000
1838,0.584029,1.000000
1839,0.584524,1.000000
1840,0.585018,1.000000
1841,0.585511,1.000000
1842,0.586002,1.000000
1843,0.586493,1.000000
1844,0.586982,1.000000
1845,0.587470,1.000000
1846,0.587957,1.000000
1847,0.588443,1.000000
1848,0.588928,1.000000
1849,0.589412,1.000000
1850,0.589894,1.000000
1851,0.590376,1.000000
1852,0.590856,1.000000
1853,0.591335,1.000000
1854,0.591813,1.000000
1855,0.592290,1.000000
1856,0.592765,1.000000
1857,0.593240,1.000000
1858,0.592549,0.000000
1859,0.593023,1.000000
1860,0.592334,0.000000
1861,0.591647,0.000000
1862,0.592121,1.000000
1863,0.592593,1.000000
1864,0.593064,1.000000
1865,0.592379,0.000000
1866,0.592849,1.000000
1867,0.593318,1.000000
1868,0.592635,0.000000
1869,0.593103,1.000000
1870,0.593571,1.000000
1871,0.594037,1.000000
1872,0.594502,1.000000
1873,0.593822,0.000000
1874,0.594286,1.000000
1875,0.594749,1.000000
1876,0.595211,1.000000
1877,0.595672,1.000000
1878,0.596132,1.000000
1879,0.596591,1.000000
1880,0.595914,0.000000
1881,0.595238,0.000000
1882,0.595696,1.000000
1883,0.596154,1.000000
1884,0.595480,0.000000
1885,0.594808,0.000000
1886,0.595265,1.000000
1887,0.594595,0.000000
1888,0.593926,0.000000
1889,0.594382,1.000000
1890,0.593715,0.000000
1891,0.593049,0.000000
1892,0.593505,1.000000
1893,0.592841,0.000000
1894,0.593296,1.000000
1895,0.593750,1.000000
1896,0.594203,1.000000
1897,0.594655,1.000000
1898,0.595106,1.000000
1899,0.595556,1.000000
1900,0.596004,1.000000
1901,0.595344,0.000000
1902,0.594684,0.000000
1903,0.595133,1.000000
1904,0.595580,1.000000
1905,0.596026,1.000000
1906,0.596472,1.000000
1907,0.596916,1.000000
1908,0.597360,1.000000
1909,0.597802,1.000000
1910,0.598244,1.000000
1911,0.598684,1.000000
1912,0.599124,1.000000
1913,0.599562,1.000000
1914,0.598907,0.000000
1915,0.599345,1.000000
1916,0.599782,1.000000
1917,0.600218,1.000000
1918,0.600653,1.000000
1919,0.601087,1.000000
1920,0.600434,0.000000
1921,0.600868,1.000000
1922,0.601300,1.000000
1923,0.600649,0.000000
1924,0.600000,0.000000
1925,0.600432,1.000000
1926,0.600863,1.000000
1927,0.600216,0.000000
1928,0.599569,0.000000
1929,0.600000,1.000000
1930,0.600430,1.000000
1931,0.599785,0.000000
1932,0.599143,0.000000
1933,0.599572,1.000000
1934,0.600000,1.000000
1935,0.600427,1.000000
1936,0.600854,1.000000
1937,0.600213,0.000000
1938,0.600639,1.000000
1939,0.600000,0.000000
1940,0.600425,1.000000
1941,0.600849,1.000000
1942,0.600212,0.000000
1943,0.600636,1.000000
1944,0.600000,0.000000
1945,0.600423,1.000000
1946,0.600845,1.000000
1947,0.600211,0.000000
1948,0.600632,1.000000
1949,0.601053,1.000000
1950,0.601472,1.000000
1951,0.600840,0.000000
1952,0.601259,1.000000
1953,0.601677,1.000000
1954,0.602094,1.000000
1955,0.602510,1.000000
1956,0.601881,0.000000
1957,0.602296,1.000000
1958,0.602711,1.000000
1959,0.603125,1.000000
1960,0.603538,1.000000
1961,0.602911,0.000000
1962,0.603323,1.000000
1963,0.603734,1.000000
1964,0.604145,1.000000
1965,0.604555,1.000000
1966,0.604964,1.000000
1967,0.604339,0.000000
1968,0.604747,1.000000
1969,0.605155,1.000000
1970,0.605561,1.000000
1971,0.605967,1.000000
1972,0.606372,1.000000
1973,0.606776,1.000000
1974,0.606154,0.000000
1975,0.606557,1.000000
1976,0.606960,1.000000
1977,0.607362,1.000000
1978,0.606742,0.000000
1979,0.607143,1.000000
1980,0.607543,1.000000
1981,0.607943,1.000000
1982,0.607325,0.000000
1983,0.606707,0.000000
1984,0.606091,0.000000
1985,0.605477,0.000000
1986,0.605876,1.000000
1987,0.606275,1.000000
1988,0.606673,1.000000
1989,0.606061,0.000000
1990,0.606458,1.000000
1991,0.605847,0.000000
1992,0.606244,1.000000
1993,0.605634,0.000000
1994,0.605025,0.000000
